AVERAGED ALTITUDE UPTO THAT INSTANT,Pressure (milliBar),Temp Celcius
-19.3396,1009.6767,31
-19.3566,1009.6863,31
-19.3705,1009.6825,31
-19.3839,1009.6818,31
-19.393,1009.6767,31
-19.4021,1009.6767,31
-19.4048,1009.6693,31
-19.437,1009.7049,31
-19.4769,1009.7141,31
-19.4492,1009.6333,31
-19.4394,1009.6544,31
-19.4531,1009.6825,31
-19.4803,1009.6992,31
-19.4767,1009.6618,31
-19.4919,1009.6842,31
-19.5362,1009.7199,31
-19.545,1009.6767,31
-19.5913,1009.7222,31
-19.5845,1009.6581,31
-19.6103,1009.6975,31
-19.6362,1009.6975,31
-19.663,1009.6992,31
-19.6541,1009.6557,31
-19.6576,1009.6706,31
-19.6735,1009.6856,31
-19.7012,1009.7005,31
-19.7401,1009.7141,31
-19.7867,1009.7236,31
-19.8543,1009.7498,31
-19.8745,1009.6917,31
-19.9188,1009.7209,31
-19.9302,1009.6805,31
-19.9473,1009.688,31
-19.9428,1009.6611,31
-19.9919,1009.7274,31
-19.9719,1009.6424,31
-20.0056,1009.7087,31
-20.0393,1009.7087,31
-20.0851,1009.7236,31
-20.0607,1009.637,31
-20.0668,1009.6743,31
-20.079,1009.6818,31
-20.0998,1009.6931,31
-20.16,1009.7424,31
-20.1979,1009.7141,31
-20.2089,1009.6805,31
-20.2274,1009.69,31
-20.2016,1009.635,31
-20.2241,1009.6954,31
-20.2557,1009.7067,31
-20.2636,1009.6767,31
-20.3051,1009.7192,31
-20.3425,1009.7141,31
-20.3362,1009.6594,31
-20.2937,1009.614,31
-20.326,1009.708,31
-20.3453,1009.6917,31
-20.3375,1009.6573,31
-20.3208,1009.6462,31
-20.368,1009.7267,31
-20.3393,1009.6312,31
-20.3868,1009.7274,31
-20.4328,1009.7254,31
-20.3969,1009.622,31
-20.4259,1009.7042,31
-20.4182,1009.6573,31
-20.3936,1009.6364,31
-20.4165,1009.6968,31
-20.4429,1009.7012,31
-20.4673,1009.6985,31
-20.498,1009.7067,31
-20.505,1009.676,31
-20.5017,1009.6632,31
-20.5367,1009.7124,31
-20.5289,1009.6573,31
-20.584,1009.7385,31
-20.6242,1009.7192,31
-20.6438,1009.6931,31
-20.6521,1009.6781,31
-20.6384,1009.6499,31
-20.652,1009.6849,31
-20.6701,1009.6909,31
-20.6871,1009.6893,31
-20.7085,1009.6954,31
-20.7235,1009.6873,31
-20.7428,1009.6931,31
-20.7359,1009.6588,31
-20.7625,1009.7022,31
-20.7905,1009.7042,31
-20.8112,1009.6948,31
-20.8585,1009.7291,31
-20.8621,1009.6724,31
-20.9175,1009.7402,31
-20.9095,1009.6573,31
-20.942,1009.7103,31
-20.9412,1009.6669,31
-20.9318,1009.6557,31
-20.9411,1009.6798,31
-20.9687,1009.7042,31
-20.9919,1009.6985,31
-21.0669,1009.7664,31
-21.0684,1009.6701,31
-21.0675,1009.6669,31
-21.115,1009.7304,31
-21.1557,1009.7216,31
-21.1561,1009.6686,31
-21.1272,1009.6303,31
-21.1544,1009.7042,31
-21.1773,1009.6985,31
-21.1815,1009.6738,31
-21.1663,1009.6476,31
-21.171,1009.6743,31
-21.1923,1009.6968,31
-21.1871,1009.6611,31
-21.1847,1009.6648,31
-21.1794,1009.6611,31
-21.2054,1009.7029,31
-21.1973,1009.6573,31
-21.1944,1009.664,31
-21.2255,1009.7097,31
-21.1887,1009.6192,31
-21.2056,1009.6909,31
-21.1933,1009.6514,31
-21.1582,1009.6214,31
-21.1403,1009.6439,31
-21.145,1009.6743,31
-21.1619,1009.6909,31
-21.1801,1009.6931,31
-21.175,1009.6611,31
-21.181,1009.676,31
-21.1796,1009.6663,31
-21.1926,1009.6856,31
-21.2019,1009.6805,31
-21.2284,1009.7042,31
-21.2029,1009.6342,31
-21.1803,1009.638,31
-21.2207,1009.723,31
-21.2248,1009.6738,31
-21.2155,1009.6551,31
-21.1765,1009.6154,31
-21.1695,1009.6588,31
-21.1824,1009.6856,31
-21.2101,1009.7059,31
-21.2087,1009.6663,31
-21.21,1009.6701,31
-21.1938,1009.6462,31
-21.2034,1009.6813,31
-21.2006,1009.664,31
-21.1978,1009.664,31
-21.2483,1009.7379,31
-21.267,1009.6939,31
-21.2765,1009.6813,31
-21.2874,1009.6835,31
-21.2932,1009.676,31
-21.315,1009.6985,31
-21.3236,1009.6798,31
-21.344,1009.6968,31
-21.363,1009.6948,31
-21.3518,1009.6528,31
-21.3343,1009.6439,31
-21.3401,1009.676,31
-21.276,1009.5797,31
-21.2668,1009.6551,31
-21.2994,1009.7135,31
-21.2924,1009.6588,31
-21.3218,1009.7089,31
-21.3393,1009.6925,31
-21.3513,1009.6849,31
-21.3941,1009.7284,31
-21.3884,1009.6603,31
-21.3828,1009.6603,31
-21.4065,1009.7014,31
-21.3955,1009.6528,31
-21.4222,1009.7059,31
-21.4476,1009.7042,31
-21.4357,1009.6514,31
-21.4083,1009.6303,31
-21.413,1009.6752,31
-21.4423,1009.7097,31
-21.4555,1009.6873,31
-21.4866,1009.7126,31
-21.4579,1009.6282,31
-21.4723,1009.6887,31
-21.4895,1009.6925,31
-21.4985,1009.6813,31
-21.4608,1009.6154,31
-21.4605,1009.6678,31
-21.4487,1009.6514,31
-21.4431,1009.6603,31
-21.4495,1009.6775,31
-21.4475,1009.6656,31
-21.488,1009.726,31
-21.505,1009.6925,31
-21.5295,1009.7037,31
-21.553,1009.7022,31
-21.5429,1009.6544,31
-21.5669,1009.703,31
-21.5767,1009.6827,31
-21.5891,1009.6865,31
-21.6173,1009.7089,31
-21.6719,1009.747,31
-21.6706,1009.6671,31
-21.7053,1009.7186,31
-21.7233,1009.6948,31
-21.7579,1009.7186,31
-21.7403,1009.6432,31
-21.7643,1009.7037,31
-21.7791,1009.6902,31
-21.8009,1009.7,31
-21.8121,1009.6849,31
-21.8115,1009.6678,31
-21.7925,1009.6416,31
-21.7958,1009.6738,31
-21.7742,1009.638,31
-21.7828,1009.6813,31
-21.787,1009.6752,31
-21.7839,1009.664,31
-21.7704,1009.6491,31
-21.8184,1009.7388,31
-21.8399,1009.7,31
-21.88,1009.7276,31
-21.8972,1009.6939,31
-21.9402,1009.7321,31
-21.9853,1009.7351,31
-22.0364,1009.7441,31
-22.0753,1009.726,31
-22.0719,1009.664,31
-22.122,1009.7426,31
-22.1259,1009.6752,31
-22.1131,1009.6506,31
-22.1247,1009.6865,31
-22.1312,1009.679,31
-22.1403,1009.6827,31
-22.1686,1009.7111,31
-22.1575,1009.6528,31
-22.1904,1009.7179,31
-22.222,1009.7164,31
-22.2169,1009.6619,31
-22.2143,1009.6656,31
-22.2284,1009.6902,31
-22.2207,1009.6582,31
-22.1962,1009.6334,31
-22.2251,1009.7126,31
-22.2057,1009.6409,31
-22.2185,1009.6881,31
-22.1941,1009.6334,31
-22.1941,1009.6693,31
-22.2042,1009.6843,31
-22.2216,1009.6955,31
-22.2215,1009.6693,31
-22.2519,1009.7149,31
-22.2806,1009.7126,31
-22.2755,1009.6619,31
-22.2712,1009.6633,31
-22.2951,1009.7052,31
-22.3051,1009.6843,31
-22.3437,1009.7276,31
-22.3734,1009.7142,31
-22.4044,1009.7164,31
-22.4453,1009.7313,31
-22.4686,1009.7044,31
-22.4696,1009.6715,31
-22.5154,1009.7388,31
-22.5578,1009.7337,31
-22.5772,1009.6993,31
-22.5856,1009.6827,31
-22.6074,1009.703,31
-22.6342,1009.7105,31
-22.6684,1009.7217,31
-22.6984,1009.7157,31
-22.7404,1009.7337,31
-22.7749,1009.7224,31
-22.7802,1009.6783,31
-22.7653,1009.647,31
-22.7598,1009.6619,31
-22.7433,1009.6447,31
-22.7561,1009.6895,31
-22.7701,1009.6917,31
-22.7535,1009.6447,31
-22.7343,1009.6409,31
-22.7347,1009.6708,31
-22.7586,1009.7067,31
-22.7911,1009.7201,31
-22.7915,1009.6708,31
-22.8017,1009.6858,31
-22.7984,1009.6649,31
-22.8209,1009.7044,31
-22.8212,1009.6708,31
-22.8289,1009.682,31
-22.8198,1009.6558,31
-22.812,1009.6582,31
-22.8136,1009.6724,31
-22.8397,1009.7105,31
-22.8318,1009.6582,31
-22.8227,1009.6558,31
-22.8072,1009.6463,31
-22.8316,1009.7081,31
-22.8225,1009.6558,31
-22.8407,1009.6986,31
-22.8411,1009.6708,31
-22.9031,1009.7665,31
-22.9687,1009.7724,31
-22.9953,1009.7119,31
-23.0255,1009.7172,31
-23.0483,1009.7061,31
-23.1112,1009.7687,31
-23.1659,1009.756,31
-23.2019,1009.7269,31
-23.2117,1009.6858,31
-23.2452,1009.7232,31
-23.2512,1009.6799,31
-23.275,1009.7081,31
-23.2798,1009.6783,31
-23.3003,1009.703,31
-23.3091,1009.6843,31
-23.3187,1009.6858,31
-23.3038,1009.647,31
-23.2929,1009.6538,31
-23.3025,1009.6858,31
-23.3261,1009.7081,31
-23.326,1009.6708,31
-23.3348,1009.6843,31
-23.3133,1009.6372,31
-23.3205,1009.682,31
-23.3452,1009.7097,31
-23.3642,1009.7007,31
-23.3307,1009.6179,31
-23.3513,1009.7037,31
-23.3429,1009.6574,31
-23.3571,1009.6932,31
-23.394,1009.7291,31
-23.3986,1009.6783,31
-23.4009,1009.6745,31
-23.3996,1009.6687,31
-23.4252,1009.7119,31
-23.4603,1009.7269,31
-23.4712,1009.6881,31
-23.4853,1009.6932,31
-23.5451,1009.7665,31
-23.5531,1009.6836,31
-23.5364,1009.6439,31
-23.5373,1009.6724,31
-23.5233,1009.6484,31
-23.5279,1009.6783,31
-23.5477,1009.703,31
-23.5214,1009.629,31
-23.5223,1009.6724,31
-23.5139,1009.6574,31
-23.5133,1009.6701,31
-23.5202,1009.682,31
-23.4881,1009.6194,31
-23.475,1009.65,31
-23.4866,1009.6895,31
-23.4723,1009.6477,31
-23.4531,1009.6402,31
-23.4541,1009.6724,31
-23.4726,1009.7007,31
-23.4806,1009.6836,31
-23.4863,1009.6799,31
-23.464,1009.635,31
-23.472,1009.6836,31
-23.4761,1009.6776,31
-23.4596,1009.6439,31
-23.4634,1009.6768,31
-23.4361,1009.6269,31
-23.4449,1009.685,31
-23.4482,1009.6761,31
-23.4651,1009.6986,31
-23.4329,1009.6187,31
-23.4324,1009.6701,31
-23.448,1009.6963,31
-23.4487,1009.6717,31
-23.4324,1009.6439,31
-23.4334,1009.6724,31
-23.4532,1009.7037,31
-23.4439,1009.6552,31
-23.3942,1009.5895,31
-23.3826,1009.6515,31
-23.3844,1009.6738,31
-23.3717,1009.65,31
-23.3624,1009.6552,31
-23.3597,1009.6664,31
-23.3764,1009.6986,31
-23.3801,1009.6768,31
-23.372,1009.6574,31
-23.3416,1009.6208,31
-23.3267,1009.6463,31
-23.3179,1009.6558,31
-23.3175,1009.6701,31
-23.2931,1009.6306,31
-23.2896,1009.6649,31
-23.3204,1009.7217,31
-23.3124,1009.6574,31
-23.2848,1009.6253,31
-23.2719,1009.6492,31
-23.2411,1009.6194,31
-23.2025,1009.6066,31
-23.1679,1009.6134,31
-23.1104,1009.5745,31
-23.0824,1009.6238,31
-23.0459,1009.6096,31
-23.0656,1009.7037,31
-23.0507,1009.6456,31
-23.0588,1009.6836,31
-23.0529,1009.6605,31
-23.0496,1009.6649,31
-23.046,1009.6643,31
-23.0526,1009.6813,31
-23.0512,1009.668,31
-23.017,1009.6134,31
-23.0191,1009.6738,31
-23.0148,1009.6627,31
-23.0314,1009.6986,31
-23.0323,1009.6717,31
-23.0511,1009.7023,31
-23.0751,1009.7112,31
-23.0894,1009.6948,31
-23.0791,1009.653,31
-23.0777,1009.668,31
-23.0764,1009.668,31
-23.0732,1009.6649,31
-23.0482,1009.6284,31
-23.0625,1009.6948,31
-23.0537,1009.6552,31
-23.0427,1009.6515,31
-23.0402,1009.6664,31
-23.0219,1009.6395,31
-23.0194,1009.6664,31
-23.0204,1009.6717,31
-23.0397,1009.7037,31
-23.0528,1009.6926,31
-23.0636,1009.6889,31
-23.0667,1009.6754,31
-23.0624,1009.6627,31
-23.0581,1009.6627,31
-23.0399,1009.6395,31
-23.065,1009.7135,31
-23.0391,1009.6262,31
-23.0422,1009.6754,31
-23.0607,1009.7023,31
-23.0714,1009.6889,31
-23.0767,1009.6792,31
-23.0633,1009.647,31
-23.0409,1009.6321,31
-23.0008,1009.6015,31
-22.9853,1009.6433,31
-22.9599,1009.6269,31
-22.9159,1009.5947,31
-22.8957,1009.6358,31
-22.9065,1009.6889,31
-22.9017,1009.662,31
-22.8739,1009.6224,31
-22.8727,1009.668,31
-22.8606,1009.6492,31
-22.8678,1009.6829,31
-22.8731,1009.6792,31
-22.8523,1009.6343,31
-22.8726,1009.7053,31
-22.8406,1009.6149,31
-22.8023,1009.6038,31
-22.7903,1009.6492,31
-22.7914,1009.6717,31
-22.7888,1009.6657,31
-22.7848,1009.6627,31
-22.7717,1009.647,31
-22.7631,1009.6545,31
-22.7576,1009.6605,31
-22.7972,1009.7396,31
-22.8011,1009.6769,31
-22.8237,1009.7097,31
-22.8161,1009.6567,31
-22.8509,1009.7315,31
-22.8594,1009.685,31
-22.8525,1009.6582,31
-22.8441,1009.6552,31
-22.857,1009.6926,31
-22.8418,1009.6433,31
-22.8196,1009.6314,31
-22.8302,1009.6889,31
-22.8248,1009.6605,31
-22.818,1009.6582,31
-22.7856,1009.6134,31
-22.7963,1009.6889,31
-22.767,1009.6187,31
-22.732,1009.6082,31
-22.7547,1009.7105,31
-22.7746,1009.7053,31
-22.7817,1009.6829,31
-22.7834,1009.6732,31
-22.799,1009.6979,31
-22.8159,1009.7,31
-22.7859,1009.6171,31
-22.81,1009.7128,31
-22.8283,1009.7031,31
-22.8342,1009.6807,31
-22.8402,1009.6807,31
-22.8334,1009.6582,31
-22.8457,1009.6918,31
-22.8769,1009.7261,31
-22.8807,1009.6769,31
-22.876,1009.662,31
-22.8861,1009.6881,31
-22.8734,1009.647,31
-22.8613,1009.6486,31
-22.8788,1009.7016,31
-22.8797,1009.6717,31
-22.8881,1009.685,31
-22.8716,1009.6411,31
-22.8758,1009.6776,31
-22.8869,1009.6904,31
-22.8843,1009.6657,31
-22.8926,1009.685,31
-22.9242,1009.7277,31
-22.921,1009.6643,31
-22.8902,1009.6149,31
-22.873,1009.6395,31
-22.8582,1009.6433,31
-22.8714,1009.6942,31
-22.8995,1009.721,31
-22.8886,1009.6507,31
-22.9017,1009.6942,31
-22.8824,1009.6358,31
-22.8633,1009.6358,31
-22.8389,1009.6262,31
-22.8208,1009.6374,31
-22.8311,1009.6889,31
-22.83,1009.668,31
-22.8268,1009.6643,31
-22.8185,1009.6545,31
-22.8381,1009.7061,31
-22.8553,1009.7016,31
-22.8431,1009.6477,31
-22.8406,1009.6657,31
-22.8299,1009.6507,31
-22.7995,1009.6149,31
-22.7874,1009.6477,31
-22.775,1009.647,31
-22.7887,1009.6956,31
-22.7952,1009.6822,31
-22.8222,1009.7203,31
-22.8263,1009.6776,31
-22.8022,1009.6262,31
-22.8008,1009.6672,31
-22.7977,1009.6643,31
-22.7905,1009.6567,31
-22.7973,1009.6829,31
-22.8122,1009.6979,31
-22.7963,1009.6411,31
-22.784,1009.647,31
-22.7723,1009.6486,31
-22.7791,1009.6829,31
-22.7604,1009.6358,31
-22.76,1009.6694,31
-22.7386,1009.6306,31
-22.7362,1009.6657,31
-22.7338,1009.6657,31
-22.7266,1009.6567,31
-22.7161,1009.6507,31
-22.7178,1009.6732,31
-22.6912,1009.6208,31
-22.693,1009.6732,31
-22.6632,1009.6149,31
-22.6521,1009.6492,31
-22.6464,1009.6589,31
-22.6441,1009.6657,31
-22.6472,1009.6754,31
-22.6594,1009.6926,31
-22.6238,1009.6038,31
-22.5624,1009.5551,31
-22.5437,1009.6351,31
-22.5364,1009.656,31
-22.511,1009.6224,31
-22.4768,1009.6059,31
-22.482,1009.6792,31
-22.4619,1009.6321,31
-22.4617,1009.6694,31
-22.4676,1009.6807,31
-22.4684,1009.671,31
-22.4682,1009.6694,31
-22.4661,1009.6657,31
-22.4589,1009.656,31
-22.436,1009.6269,31
-22.4468,1009.6904,31
-22.4397,1009.656,31
-22.4349,1009.6605,31
-22.4497,1009.6979,31
-22.4735,1009.715,31
-22.487,1009.6956,31
-22.4988,1009.6918,31
-22.5032,1009.6785,31
-22.5393,1009.7382,31
-22.5516,1009.6934,31
-22.5317,1009.6321,31
-22.5215,1009.6507,31
-22.5382,1009.7016,31
-22.5426,1009.6785,31
-22.5543,1009.6918,31
-22.5571,1009.6748,31
-22.5349,1009.6276,31
-22.53,1009.6605,31
-22.5229,1009.656,31
-22.5306,1009.6843,31
-22.5215,1009.6524,31
-22.5045,1009.6374,31
-22.5023,1009.6657,31
-22.5229,1009.7091,31
-22.5473,1009.7166,31
-22.5606,1009.6956,31
-22.5896,1009.7254,31
-22.6018,1009.6934,31
-22.6183,1009.7016,31
-22.6266,1009.686,31
-22.6397,1009.6956,31
-22.662,1009.7128,31
-22.6824,1009.7091,31
-22.6821,1009.6694,31
-22.6952,1009.6956,31
-22.7122,1009.7031,31
-22.7324,1009.7091,31
-22.7239,1009.6538,31
-22.7128,1009.6486,31
-22.7125,1009.6694,31
-22.6816,1009.6105,31
-22.6764,1009.6598,31
-22.6634,1009.6449,31
-22.6605,1009.6643,31
-22.6814,1009.7105,31
-22.6587,1009.6262,31
-22.6477,1009.6486,31
-22.6393,1009.6538,31
-22.6737,1009.7374,31
-22.6766,1009.6754,31
-22.6705,1009.6582,31
-22.6596,1009.6486,31
-22.6783,1009.7069,31
-22.6654,1009.6449,31
-22.6526,1009.6449,31
-22.6416,1009.6486,31
-22.6478,1009.6822,31
-22.6485,1009.671,31
-22.6482,1009.6694,31
-22.6393,1009.6524,31
-22.6338,1009.659,31
-22.6506,1009.7031,31
-22.6548,1009.6785,31
-22.6294,1009.6202,31
-22.632,1009.6748,31
-22.6317,1009.6694,31
-22.6372,1009.6807,31
-22.6232,1009.6426,31
-22.6207,1009.665,31
-22.6358,1009.6994,31
-22.6451,1009.6881,31
-22.6506,1009.6807,31
-22.6417,1009.6524,31
-22.6443,1009.6748,31
-22.6077,1009.5977,31
-22.6281,1009.7105,31
-22.6164,1009.6464,31
-22.6017,1009.6411,31
-22.5909,1009.6486,31
-22.5983,1009.6843,31
-22.5958,1009.665,31
-22.5985,1009.6748,31
-22.5992,1009.671,31
-22.6018,1009.6748,31
-22.5911,1009.6486,31
-22.6038,1009.6949,31
-22.602,1009.6665,31
-22.591,1009.6478,31
-22.5841,1009.656,31
-22.5817,1009.665,31
-22.5843,1009.6748,31
-22.5913,1009.6837,31
-22.605,1009.6972,31
-22.6246,1009.7091,31
-22.6429,1009.7069,31
-22.653,1009.6904,31
-22.6609,1009.686,31
-22.6651,1009.6785,31
-22.6865,1009.7128,31
-22.6937,1009.6843,31
-22.6792,1009.6411,31
-22.6983,1009.7084,31
-22.7156,1009.7047,31
-22.7328,1009.7047,31
-22.7231,1009.65,31
-22.7064,1009.6365,31
-22.7255,1009.7084,31
-22.7408,1009.7009,31
-22.767,1009.7233,31
-22.786,1009.7084,31
-22.7798,1009.6575,31
-22.7997,1009.7105,31
-22.79,1009.65,31
-22.7959,1009.6822,31
-22.8014,1009.6815,31
-22.802,1009.671,31
-22.806,1009.6785,31
-22.8193,1009.6972,31
-22.8261,1009.6837,31
-22.8419,1009.7023,31
-22.8477,1009.6822,31
-22.8238,1009.6216,31
-22.8454,1009.7143,31
-22.8593,1009.6986,31
-22.8617,1009.6748,31
-22.8582,1009.6627,31
-22.8732,1009.7009,31
-22.867,1009.6575,31
-22.8638,1009.6635,31
-22.8491,1009.6403,31
-22.8422,1009.656,31
-22.8353,1009.656,31
-22.8365,1009.6726,31
-22.842,1009.6815,31
-22.8425,1009.671,31
-22.8785,1009.7442,31
-22.8922,1009.6986,31
-22.8703,1009.6254,31
-22.8696,1009.6687,31
-22.8588,1009.6478,31
-22.8802,1009.7143,31
-22.8583,1009.6254,31
-22.8558,1009.665,31
-22.8643,1009.6875,31
-22.8553,1009.6516,31
-22.85,1009.659,31
-22.8793,1009.7308,31
-22.8768,1009.665,31
-22.8733,1009.6627,31
-22.9028,1009.7315,31
-22.9076,1009.68,31
-22.916,1009.6875,31
-22.9589,1009.7591,31
-22.9673,1009.6875,31
-22.9729,1009.6822,31
-22.9633,1009.65,31
-22.9726,1009.6897,31
-22.981,1009.6875,31
-23.0045,1009.7196,31
-23.0329,1009.7292,31
-23.0448,1009.6949,31
-23.0667,1009.7159,31
-23.0929,1009.7248,31
-23.1027,1009.6911,31
-23.1372,1009.7427,31
-23.1446,1009.686,31
-23.1679,1009.7196,31
-23.1984,1009.7345,31
-23.1831,1009.6389,31
-23.1903,1009.686,31
-23.2202,1009.733,31
-23.2501,1009.733,31
-23.2709,1009.7143,31
-23.2711,1009.671,31
-23.2732,1009.6748,31
-23.2849,1009.6949,31
-23.2939,1009.6897,31
-23.2867,1009.6553,31
-23.3107,1009.7211,31
-23.3383,1009.7285,31
-23.3661,1009.7292,31
-23.3696,1009.6785,31
-23.371,1009.674,31
-23.3665,1009.6613,31
-23.3808,1009.7009,31
-23.3747,1009.6582,31
-23.3767,1009.6748,31
-23.3883,1009.6956,31
-23.3587,1009.6083,31
-23.3442,1009.6403,31
-23.342,1009.6665,31
-23.3393,1009.665,31
-23.3571,1009.7084,31
-23.3642,1009.686,31
-23.3677,1009.6785,31
-23.3703,1009.6762,31
-23.3676,1009.665,31
-23.3853,1009.7084,31
-23.3906,1009.6822,31
-23.3744,1009.6365,31
-23.377,1009.6762,31
-23.3858,1009.6897,31
-23.383,1009.665,31
-23.3803,1009.665,31
-23.3334,1009.5709,31
-23.3301,1009.6635,31
-23.3259,1009.662,31
-23.3474,1009.7166,31
-23.3464,1009.6687,31
-23.3691,1009.7196,31
-23.3926,1009.7211,31
-23.412,1009.7121,31
-23.4219,1009.6918,31
-23.4348,1009.6986,31
-23.432,1009.665,31
-23.4072,1009.6179,31
-23.3986,1009.6524,31
-23.4214,1009.7203,31
-23.4234,1009.6748,31
-23.4374,1009.7009,31
-23.4707,1009.7427,31
-23.4785,1009.6875,31
-23.4868,1009.6889,31
-23.4756,1009.6464,31
-23.4781,1009.6762,31
-23.4794,1009.674,31
-23.4749,1009.6613,31
-23.4687,1009.6575,31
-23.458,1009.6478,31
-23.4606,1009.6762,31
-23.4709,1009.6934,31
-23.4603,1009.6478,31
-23.448,1009.6441,31
-23.44,1009.6538,31
-23.4466,1009.6851,31
-23.4526,1009.6837,31
-23.4522,1009.6702,31
-23.4495,1009.665,31
-23.4499,1009.6718,31
-23.4757,1009.7271,31
-23.4993,1009.7225,31
-23.5281,1009.7338,31
-23.5401,1009.6972,31
-23.5336,1009.6568,31
-23.5575,1009.7233,31
-23.546,1009.6457,31
-23.5681,1009.7196,31
-23.561,1009.6553,31
-23.558,1009.6643,31
-23.5558,1009.6665,31
-23.5565,1009.6726,31
-23.5494,1009.6553,31
-23.5501,1009.6726,31
-23.543,1009.6553,31
-23.5386,1009.6613,31
-23.5562,1009.7098,31
-23.5509,1009.659,31
-23.5481,1009.665,31
-23.546,1009.6665,31
-23.5602,1009.7023,31
-23.5726,1009.6986,31
-23.5733,1009.6726,31
-23.5869,1009.7009,31
-23.601,1009.7023,31
-23.6303,1009.736,31
-23.6155,1009.6389,31
-23.6213,1009.6837,31
-23.6105,1009.647,31
-23.6095,1009.6687,31
-23.6415,1009.7421,31
-23.6482,1009.686,31
-23.6477,1009.6702,31
-23.6577,1009.6934,31
-23.6541,1009.6627,31
-23.6496,1009.6613,31
-23.6289,1009.6254,31
-23.6167,1009.6441,31
-23.6296,1009.6994,31
-23.6405,1009.6949,31
-23.6462,1009.6837,31
-23.6537,1009.6875,31
-23.6467,1009.6553,31
-23.6555,1009.6911,31
-23.6519,1009.6627,31
-23.6692,1009.7098,31
-23.6877,1009.7121,31
-23.7109,1009.7233,31
-23.7449,1009.7473,31
-23.7638,1009.7136,31
-23.7904,1009.7308,31
-23.8025,1009.6986,31
-23.803,1009.6726,31
-23.8338,1009.7405,31
-23.8509,1009.7098,31
-23.8866,1009.7516,31
-23.9164,1009.7382,31
-23.9487,1009.7442,31
-23.9733,1009.7271,31
-23.9797,1009.686,31
-24.0029,1009.724,31
-24.012,1009.6918,31
-24.02,1009.6897,31
-24.0356,1009.7069,31
-24.038,1009.6769,31
-24.0712,1009.7464,31
-24.0649,1009.6575,31
-24.0731,1009.6904,31
-24.0766,1009.6792,31
-24.1055,1009.7374,31
-24.0936,1009.6449,31
-24.0867,1009.656,31
-24.0907,1009.6807,31
-24.1121,1009.7203,31
-24.135,1009.724,31
-24.146,1009.6963,31
-24.1533,1009.6881,31
-24.1609,1009.6889,31
-24.1849,1009.7261,31
-24.1866,1009.6754,31
-24.2111,1009.7277,31
-24.2192,1009.6904,31
-24.2118,1009.6545,31
-24.2299,1009.7128,31
-24.2471,1009.7112,31
-24.2735,1009.7322,31
-24.2923,1009.715,31
-24.307,1009.7053,31
-24.302,1009.6605,31
-24.3095,1009.6889,31
-24.3219,1009.7,31
-24.3222,1009.6724,31
-24.3354,1009.7023,31
-24.3272,1009.653,31
-24.3387,1009.6986,31
-24.3406,1009.6761,31
-24.3448,1009.6813,31
-24.3604,1009.7081,31
-24.3731,1009.7007,31
-24.384,1009.697,31
-24.3859,1009.6761,31
-24.39,1009.6813,31
-24.3845,1009.6589,31
-24.4058,1009.721,31
-24.4102,1009.682,31
-24.434,1009.7269,31
-24.4391,1009.6836,31
-24.4533,1009.7044,31
-24.4762,1009.7247,31
-24.4991,1009.7247,31
-24.4952,1009.6627,31
-24.5167,1009.7217,31
-24.5251,1009.6917,31
-24.5293,1009.682,31
-24.5374,1009.6911,31
-24.5466,1009.6932,31
-24.5639,1009.7126,31
-24.5599,1009.6633,31
-24.5781,1009.7142,31
-24.5717,1009.6574,31
-24.5775,1009.6858,31
-24.5757,1009.6678,31
-24.554,1009.6222,31
-24.5699,1009.7089,31
-24.5768,1009.6881,31
-24.5851,1009.6917,31
-24.601,1009.7089,31
-24.597,1009.6633,31
-24.6085,1009.6993,31
-24.6355,1009.7351,31
-24.6586,1009.726,31
-24.6763,1009.7135,31
-24.6696,1009.6565,31
-24.6862,1009.7111,31
-24.7011,1009.7075,31
-24.6836,1009.632,31
-24.6912,1009.6902,31
-24.6956,1009.6827,31
-24.7148,1009.7171,31
-24.734,1009.7171,31
-24.7217,1009.6432,31
-24.7428,1009.7216,31
-24.7331,1009.6499,31
-24.7402,1009.6887,31
-24.7418,1009.676,31
-24.761,1009.7171,31
-24.7554,1009.6594,31
-24.7592,1009.6813,31
-24.7911,1009.7478,31
-24.8059,1009.7075,31
-24.822,1009.7103,31
-24.8121,1009.6491,31
-24.8049,1009.6551,31
-24.8073,1009.6781,31
-24.8041,1009.6648,31
-24.8316,1009.7379,31
-24.8699,1009.7627,31
-24.8973,1009.7379,31
-24.9181,1009.7216,31
-24.9309,1009.7029,31
-24.9556,1009.7311,31
-24.9772,1009.7236,31
-24.9915,1009.7067,31
-25.0167,1009.7328,31
-25.0126,1009.6632,31
-25.0133,1009.6743,31
-25.0281,1009.708,31
-25.0487,1009.7216,31
-25.0401,1009.652,31
-25.0599,1009.7199,31
-25.0765,1009.7124,31
-25.0876,1009.6992,31
-25.0986,1009.6992,31
-25.0961,1009.6669,31
-25.08,1009.635,31
-25.0802,1009.673,31
-25.0856,1009.6856,31
-25.0826,1009.6655,31
-25.0904,1009.6917,31
-25.1053,1009.7087,31
-25.121,1009.7103,31
-25.1272,1009.688,31
-25.164,1009.761,31
-25.1767,1009.7035,31
-25.1982,1009.7244,31
-25.2001,1009.6773,31
-25.2036,1009.6811,31
-25.1976,1009.6586,31
-25.1576,1009.5772,31
-25.1569,1009.6713,31
-25.1612,1009.6833,31
-25.1519,1009.6506,31
